what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1319167466078
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.RunLast",1319167467890
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319167476921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319167888984
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319167901484
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168063453
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1319168065906
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1319168077437
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168138875
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168138875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168138968
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168140171
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168142203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168142218
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168142328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168230515
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1319168230609
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168231843
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168629109
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1319168630609
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168641671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168641687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319168641765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319169157609
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1319169158718
